timestamp,service_name,requests_per_second,cpu_utilization,memory_utilization,latency_p50_ms,latency_p99_ms,error_rate,active_connections,bytes_in_per_second,bytes_out_per_second
2026-01-04T20:35:00+00:00,api,58.98,0.3137,0.3612,71.94,153.62,0.00264,15,70846,265391
2026-01-04T20:35:00+00:00,worker,61.02,0.2297,0.4188,59.07,137.62,0.002417,26,55369,258910
2026-01-04T20:35:00+00:00,web,73.83,0.3247,0.4582,57.26,195.79,0.003627,43,66007,322320
2026-01-04T20:40:00+00:00,api,46.31,0.3722,0.5063,56.18,216.5,0.002713,20,47159,213234
2026-01-04T20:40:00+00:00,worker,67.54,0.3349,0.3849,66.53,214.82,0.003409,44,78876,329711
2026-01-04T20:40:00+00:00,web,80.58,0.3678,0.508,65.14,183.01,0.003937,43,95503,278794
2026-01-04T20:45:00+00:00,api,52.16,0.3028,0.3726,56.99,124.65,0.013315,14,58173,178987
2026-01-04T20:45:00+00:00,worker,62.52,0.2801,0.3277,64.93,133.62,0.001134,30,59343,293326
2026-01-04T20:45:00+00:00,web,64.77,0.3205,0.4013,59.86,145.71,0.00563,24,73449,216975
2026-01-04T20:50:00+00:00,api,60.67,0.3303,0.4388,67.26,204.61,0.003847,34,71144,288694
2026-01-04T20:50:00+00:00,worker,70.37,0.3464,0.3946,65.45,207.03,0.005679,36,70006,266936
2026-01-04T20:50:00+00:00,web,72.6,0.3387,0.3471,60.15,171.82,0.001642,45,84809,292314
2026-01-04T20:55:00+00:00,api,57.68,0.3257,0.3799,75.06,159.2,0.004462,21,61353,200077
2026-01-04T20:55:00+00:00,worker,54.69,0.2961,0.3403,58.33,140.9,0.004521,36,65193,190165
2026-01-04T20:55:00+00:00,web,74.39,0.3379,0.4694,65.14,201.69,0.001022,38,71442,320360
2026-01-04T21:00:00+00:00,api,47.52,0.3808,0.4655,54.98,112.7,0.002557,17,56399,190396
2026-01-04T21:00:00+00:00,worker,59.38,0.2605,0.4652,79.9,294.88,0.001957,42,56785,250395
2026-01-04T21:00:00+00:00,web,64.62,0.3456,0.3555,70.57,178.79,0.007763,26,71542,248784
2026-01-04T21:05:00+00:00,api,43.28,0.3545,0.5274,54.76,139.97,0.002126,14,38123,172372
2026-01-04T21:05:00+00:00,worker,58.71,0.3141,0.3764,68.2,148.67,0.004107,22,66226,214525
2026-01-04T21:05:00+00:00,web,67.45,0.4161,0.491,55.97,131.95,0.00208,47,74950,253328
2026-01-04T21:10:00+00:00,api,47.56,0.4668,0.276,56.42,139.62,0.0026,13,44881,228017
2026-01-04T21:10:00+00:00,worker,53.51,0.26,0.3456,64.8,146.61,0.004135,13,55770,184712
2026-01-04T21:10:00+00:00,web,67.0,0.2907,0.4399,56.38,113.78,0.003977,23,56441,315767
2026-01-04T21:15:00+00:00,api,48.96,0.3274,0.259,66.23,165.59,0.001529,29,47303,214608
2026-01-04T21:15:00+00:00,worker,50.89,0.2507,0.3609,51.99,108.46,0.004383,32,51529,170071
2026-01-04T21:15:00+00:00,web,54.49,0.222,0.3936,52.41,181.01,0.003921,22,52796,261899
2026-01-04T21:20:00+00:00,api,44.51,0.3231,0.5828,63.1,153.14,0.012561,12,40942,166051
2026-01-04T21:20:00+00:00,worker,46.21,0.2777,0.3936,53.54,157.52,0.003093,26,45047,178391
2026-01-04T21:20:00+00:00,web,68.83,0.3761,0.3896,58.3,134.13,0.003754,47,58616,244978
2026-01-04T21:25:00+00:00,api,50.56,0.3036,0.3348,58.33,135.99,0.00201,27,49037,246275
2026-01-04T21:25:00+00:00,worker,59.08,0.2838,0.285,58.81,140.66,0.003169,43,59424,232711
2026-01-04T21:25:00+00:00,web,60.1,0.3737,0.2395,60.35,133.34,0.002662,31,69021,266460
2026-01-04T21:30:00+00:00,api,53.36,0.2157,0.4024,78.17,163.54,0.004689,25,45197,260397
2026-01-04T21:30:00+00:00,worker,56.32,0.34,0.5645,56.56,127.03,0.001797,25,64932,225991
2026-01-04T21:30:00+00:00,web,65.15,0.3406,0.3973,59.67,137.66,0.001372,37,63773,225848
2026-01-04T21:35:00+00:00,api,46.63,0.323,0.4127,64.13,144.04,0.001412,28,50123,176318
2026-01-04T21:35:00+00:00,worker,46.83,0.268,0.54,57.74,116.8,0.006067,18,42213,173805
2026-01-04T21:35:00+00:00,web,71.86,0.373,0.4171,84.65,194.5,0.001772,27,78115,323663
2026-01-04T21:40:00+00:00,api,41.79,0.2732,0.2885,63.25,196.17,0.001548,21,42741,174479
2026-01-04T21:40:00+00:00,worker,53.03,0.4132,0.4901,109.91,318.82,0.001378,23,61943,212120
2026-01-04T21:40:00+00:00,web,50.36,0.2465,0.3593,49.33,160.71,0.001957,18,58178,201576
2026-01-04T21:45:00+00:00,api,50.9,0.4092,0.429,60.87,232.2,0.008453,27,43776,212844
2026-01-04T21:45:00+00:00,worker,60.68,0.2956,0.355,73.7,185.59,0.00403,37,52882,288466
2026-01-04T21:45:00+00:00,web,61.97,0.2465,0.2,62.9,129.49,0.003758,16,58135,222873
2026-01-04T21:50:00+00:00,api,43.48,0.2846,0.4099,98.41,199.68,0.003263,8,43385,201646
2026-01-04T21:50:00+00:00,worker,59.11,0.3748,0.4659,61.71,137.67,0.001646,35,68544,211433
2026-01-04T21:50:00+00:00,web,68.96,0.3424,0.3487,54.71,162.08,0.00176,27,79302,337834
2026-01-04T21:55:00+00:00,api,42.95,0.278,0.4157,54.21,117.01,0.001835,35,44666,191634
2026-01-04T21:55:00+00:00,worker,59.48,0.3449,0.2783,54.83,135.95,0.001662,25,62837,216674
2026-01-04T21:55:00+00:00,web,65.14,0.2313,0.2982,82.19,191.24,0.00369,51,75822,234208
2026-01-04T22:00:00+00:00,api,37.65,0.2822,0.4558,49.01,104.16,0.002291,23,46048,159666
2026-01-04T22:00:00+00:00,worker,46.59,0.2456,0.508,52.43,109.96,0.002284,25,53898,165043
2026-01-04T22:00:00+00:00,web,67.94,0.233,0.3661,65.09,147.2,0.008945,45,62591,283518
2026-01-04T22:05:00+00:00,api,32.5,0.2944,0.2364,71.9,145.06,0.002092,12,33682,132984
2026-01-04T22:05:00+00:00,worker,54.46,0.2305,0.3165,83.86,214.29,0.008386,20,61514,244299
2026-01-04T22:05:00+00:00,web,56.68,0.295,0.557,61.07,136.63,0.003742,27,62859,211244
2026-01-04T22:10:00+00:00,api,37.29,0.2639,0.4704,61.75,165.72,0.003702,11,31216,160515
2026-01-04T22:10:00+00:00,worker,44.03,0.3017,0.4334,49.75,106.81,0.001925,15,46461,155292
2026-01-04T22:10:00+00:00,web,39.0,0.2573,0.2025,66.56,139.03,0.00214,16,40130,140309
2026-01-04T22:15:00+00:00,api,40.0,0.2022,0.5534,60.38,147.28,0.001142,39,41313,145007
2026-01-04T22:15:00+00:00,worker,49.29,0.2822,0.3108,58.88,121.78,0.004944,6,56759,188461
2026-01-04T22:15:00+00:00,web,64.95,0.3593,0.47,69.44,175.52,0.001595,44,67358,234501
2026-01-04T22:20:00+00:00,api,45.32,0.3687,0.3107,60.53,166.66,0.002423,20,46757,150515
2026-01-04T22:20:00+00:00,worker,46.16,0.3309,0.6095,81.02,180.86,0.00134,30,46905,214316
2026-01-04T22:20:00+00:00,web,52.58,0.3218,0.3269,56.93,147.53,0.001347,21,59341,254283
2026-01-04T22:25:00+00:00,api,43.9,0.2653,0.334,62.45,136.02,0.00128,22,47626,160538
2026-01-04T22:25:00+00:00,worker,49.59,0.2147,0.2759,70.8,182.28,0.001676,15,48765,183464
2026-01-04T22:25:00+00:00,web,62.73,0.2712,0.364,65.34,152.73,0.002685,29,70665,263540
2026-01-04T22:30:00+00:00,api,41.48,0.2755,0.4856,73.17,153.16,0.0042,49,38891,152740
2026-01-04T22:30:00+00:00,worker,36.8,0.2006,0.3558,64.48,226.38,0.001514,31,33302,165063
2026-01-04T22:30:00+00:00,web,59.72,0.2627,0.424,56.35,138.34,0.003207,15,58635,235956
2026-01-04T22:35:00+00:00,api,33.83,0.3048,0.4963,47.45,124.38,0.001763,4,33085,142114
2026-01-04T22:35:00+00:00,worker,39.22,0.3145,0.4313,52.28,111.53,0.00399,28,35348,158792
2026-01-04T22:35:00+00:00,web,63.64,0.2796,0.4507,64.02,165.58,0.005299,38,75088,308749
2026-01-04T22:40:00+00:00,api,38.5,0.338,0.5303,65.02,144.55,0.001336,27,35132,186987
2026-01-04T22:40:00+00:00,worker,44.76,0.3974,0.4016,52.25,126.74,0.00457,21,51070,173532
2026-01-04T22:40:00+00:00,web,45.9,0.2124,0.3781,52.15,128.21,0.002957,21,45988,190516
2026-01-04T22:45:00+00:00,api,44.09,0.3848,0.4365,76.6,174.42,0.004938,11,47763,190804
2026-01-04T22:45:00+00:00,worker,49.65,0.2908,0.3543,60.06,139.02,0.002458,26,55958,218443
2026-01-04T22:45:00+00:00,web,51.83,0.1523,0.346,68.55,145.7,0.003331,27,61904,213892
2026-01-04T22:50:00+00:00,api,39.75,0.3075,0.4124,51.51,128.21,0.003058,46,48250,146385
2026-01-04T22:50:00+00:00,worker,46.27,0.2914,0.2577,79.48,184.74,0.006698,20,39063,220032
2026-01-04T22:50:00+00:00,web,57.4,0.3629,0.4547,53.46,137.46,0.011818,16,63868,213023
2026-01-04T22:55:00+00:00,api,43.02,0.2801,0.4149,70.44,150.76,0.002968,25,48089,199406
2026-01-04T22:55:00+00:00,worker,49.54,0.2802,0.4705,57.9,153.78,0.001699,20,53432,182585
2026-01-04T22:55:00+00:00,web,57.34,0.3345,0.5004,52.4,148.66,0.002122,29,70428,218737
2026-01-04T23:00:00+00:00,api,34.75,0.2224,0.2195,83.59,201.13,0.002876,25,41481,114430
2026-01-04T23:00:00+00:00,worker,46.32,0.2875,0.402,62.88,138.05,0.001451,28,46099,170383
2026-01-04T23:00:00+00:00,web,55.63,0.2795,0.4313,57.67,128.89,0.001243,30,66204,213862
2026-01-04T23:05:00+00:00,api,33.9,0.2606,0.351,57.63,157.87,0.00108,18,38486,113300
2026-01-04T23:05:00+00:00,worker,38.92,0.2065,0.3475,71.6,148.0,0.001176,36,46492,186730
2026-01-04T23:05:00+00:00,web,57.09,0.3578,0.3722,64.47,145.76,0.001757,19,57626,193371
2026-01-04T23:10:00+00:00,api,37.36,0.2975,0.3854,50.32,103.26,0.001207,-5,45582,165449
2026-01-04T23:10:00+00:00,worker,39.03,0.2878,0.3779,49.41,102.15,0.001381,31,32482,146611
2026-01-04T23:10:00+00:00,web,48.34,0.2595,0.4117,56.72,145.77,0.001126,17,52310,205795
2026-01-04T23:15:00+00:00,api,35.53,0.2607,0.4212,65.26,201.01,0.001039,22,37268,161484
2026-01-04T23:15:00+00:00,worker,45.89,0.3023,0.3745,138.42,520.95,0.001406,32,49237,162102
2026-01-04T23:15:00+00:00,web,41.92,0.2946,0.276,55.45,157.69,0.001917,14,43241,154197
2026-01-04T23:20:00+00:00,api,35.52,0.3172,0.4875,56.91,145.74,0.001395,23,42462,142866
2026-01-04T23:20:00+00:00,worker,45.59,0.3721,0.2589,66.97,190.52,0.001483,24,40661,164511
2026-01-04T23:20:00+00:00,web,59.02,0.2639,0.3694,53.05,120.29,0.005112,33,49334,256922
2026-01-04T23:25:00+00:00,api,29.97,0.2315,0.48,56.81,161.9,0.002037,11,36686,132501
2026-01-04T23:25:00+00:00,worker,51.93,0.2703,0.4151,52.04,116.46,0.004607,29,45979,232864
2026-01-04T23:25:00+00:00,web,47.83,0.2489,0.3118,49.81,124.49,0.002976,14,52716,204816
2026-01-04T23:30:00+00:00,api,37.28,0.2994,0.2597,54.12,124.27,0.002721,27,43114,140762
2026-01-04T23:30:00+00:00,worker,41.17,0.3196,0.4441,48.08,102.72,0.003288,23,44349,175981
2026-01-04T23:30:00+00:00,web,53.35,0.2097,0.4422,56.34,124.66,0.001499,30,55831,186529
2026-01-04T23:35:00+00:00,api,36.72,0.2745,0.467,54.04,194.32,0.001811,31,38771,161553
2026-01-04T23:35:00+00:00,worker,54.98,0.3387,0.3773,67.04,143.76,0.003161,29,63635,214445
2026-01-04T23:35:00+00:00,web,57.57,0.3019,0.4573,54.73,139.38,0.00142,19,55660,260577
2026-01-04T23:40:00+00:00,api,38.43,0.2767,0.4563,56.91,126.98,0.001865,19,41593,158093
2026-01-04T23:40:00+00:00,worker,44.77,0.3138,0.399,52.6,119.39,0.002302,30,46222,195174
2026-01-04T23:40:00+00:00,web,53.4,0.2168,0.4534,57.54,147.82,0.001232,24,57528,210563
2026-01-04T23:45:00+00:00,api,37.08,0.2539,0.4626,51.49,159.31,0.002757,29,32285,123420
2026-01-04T23:45:00+00:00,worker,44.42,0.2687,0.4128,49.77,104.78,0.003672,13,53580,207242
2026-01-04T23:45:00+00:00,web,46.93,0.2827,0.2216,47.9,95.9,0.003547,35,45755,218046
2026-01-04T23:50:00+00:00,api,37.1,0.2721,0.4092,51.79,115.47,0.00212,5,33126,178504
2026-01-04T23:50:00+00:00,worker,44.36,0.2435,0.4934,49.17,127.62,0.011706,42,37557,199933
2026-01-04T23:50:00+00:00,web,45.91,0.2658,0.3263,51.15,129.01,0.00265,29,53434,209017
2026-01-04T23:55:00+00:00,api,39.77,0.3706,0.3541,62.93,249.14,0.001662,14,46816,132359
2026-01-04T23:55:00+00:00,worker,46.36,0.3142,0.5621,58.13,147.76,0.002369,25,45446,186433
2026-01-04T23:55:00+00:00,web,45.21,0.2756,0.4144,52.47,124.15,0.004606,30,44269,165265
2026-01-05T00:00:00+00:00,api,48.72,0.282,0.4302,77.51,155.25,0.004081,8,56052,217392
2026-01-05T00:00:00+00:00,worker,56.53,0.2684,0.4286,96.92,200.09,0.001609,27,54990,223342
2026-01-05T00:00:00+00:00,web,84.25,0.3473,0.3875,66.78,142.77,0.001385,39,70248,305826
2026-01-05T00:05:00+00:00,api,47.69,0.174,0.4987,94.43,189.49,0.00284,35,52890,159185
2026-01-05T00:05:00+00:00,worker,54.92,0.2912,0.2853,54.76,112.62,0.001844,33,55311,268079
2026-01-05T00:05:00+00:00,web,58.59,0.2803,0.3832,64.46,138.87,0.001104,31,61037,230521
2026-01-05T00:10:00+00:00,api,52.74,0.3778,0.3885,83.69,205.57,0.002765,23,49516,216178
2026-01-05T00:10:00+00:00,worker,62.94,0.3613,0.3879,68.4,170.87,0.005095,24,57777,264484
2026-01-05T00:10:00+00:00,web,69.53,0.3618,0.4473,63.33,153.74,0.004696,39,82641,261846
2026-01-05T00:15:00+00:00,api,51.17,0.2738,0.3532,58.52,199.03,0.001567,28,51500,212096
2026-01-05T00:15:00+00:00,worker,52.2,0.237,0.3947,53.84,140.3,0.002442,27,46072,233116
2026-01-05T00:15:00+00:00,web,72.84,0.4904,0.5003,58.9,193.63,0.001376,27,69305,279318
2026-01-05T00:20:00+00:00,api,49.94,0.3559,0.2498,58.25,135.39,0.001427,34,45766,183816
2026-01-05T00:20:00+00:00,worker,57.05,0.2819,0.4046,61.26,163.63,0.004337,26,66893,271006
2026-01-05T00:20:00+00:00,web,71.47,0.372,0.2885,68.69,186.34,0.003732,31,58915,341017
2026-01-05T00:25:00+00:00,api,47.26,0.327,0.4978,67.4,156.5,0.002693,4,47606,214159
2026-01-05T00:25:00+00:00,worker,61.05,0.4191,0.6185,55.61,112.32,0.00184,30,51906,238755
2026-01-05T00:25:00+00:00,web,74.69,0.1855,0.3409,73.47,151.4,0.00489,30,87647,336971
2026-01-05T00:30:00+00:00,api,46.96,0.327,0.2721,53.53,139.18,0.012447,31,53706,213239
2026-01-05T00:30:00+00:00,worker,60.7,0.3052,0.3421,66.89,143.02,0.004942,36,51431,222932
2026-01-05T00:30:00+00:00,web,62.26,0.3108,0.3169,54.28,127.02,0.001072,31,62876,264046
2026-01-05T00:35:00+00:00,api,49.02,0.2884,0.5266,73.27,172.88,0.00154,27,54355,204264
2026-01-05T00:35:00+00:00,worker,55.36,0.3949,0.4474,83.9,180.93,0.002915,41,62245,263469
2026-01-05T00:35:00+00:00,web,63.3,0.369,0.4675,58.01,159.05,0.001212,13,53334,309096
2026-01-05T00:40:00+00:00,api,48.25,0.2916,0.3546,68.27,162.47,0.002285,11,52070,195909
2026-01-05T00:40:00+00:00,worker,53.5,0.2462,0.4712,52.51,114.83,0.003222,24,62358,226491
2026-01-05T00:40:00+00:00,web,74.84,0.2644,0.2463,58.24,176.13,0.002388,26,85216,253057
2026-01-05T00:45:00+00:00,api,68.96,0.4048,0.3882,70.31,168.23,0.004574,28,73429,315986
2026-01-05T00:45:00+00:00,worker,67.16,0.2837,0.3088,62.25,146.07,0.003178,35,69539,329159
2026-01-05T00:45:00+00:00,web,72.53,0.3157,0.2693,61.19,151.32,0.005827,24,82072,285866
2026-01-05T00:50:00+00:00,api,45.72,0.3716,0.4407,78.51,176.67,0.005439,22,52325,191870
2026-01-05T00:50:00+00:00,worker,64.54,0.3578,0.3956,101.07,209.67,0.001358,22,58528,302289
2026-01-05T00:50:00+00:00,web,54.0,0.2941,0.4018,58.13,143.31,0.00182,28,59184,184798
2026-01-05T00:55:00+00:00,api,52.06,0.3791,0.3744,58.51,129.3,0.004849,39,46328,177795
2026-01-05T00:55:00+00:00,worker,58.54,0.2411,0.3856,54.66,152.04,0.002798,30,56643,276510
2026-01-05T00:55:00+00:00,web,62.68,0.2609,0.3915,56.51,120.43,0.002066,32,57288,276396
2026-01-05T01:00:00+00:00,api,56.87,0.4116,0.3299,61.17,134.4,0.002657,33,64034,278647
2026-01-05T01:00:00+00:00,worker,64.24,0.2397,0.427,57.94,131.74,0.00197,24,78913,267593
2026-01-05T01:00:00+00:00,web,74.43,0.3136,0.4571,70.38,157.51,0.001124,24,79250,339530
2026-01-05T01:05:00+00:00,api,56.51,0.4521,0.5199,61.49,159.6,0.002248,45,52911,260917
2026-01-05T01:05:00+00:00,worker,70.79,0.3411,0.4942,70.45,215.24,0.002701,43,59619,233245
2026-01-05T01:05:00+00:00,web,85.09,0.3286,0.2766,64.66,156.94,0.007952,43,84434,300398
2026-01-05T01:10:00+00:00,api,56.01,0.3453,0.4882,75.11,182.6,0.001166,11,51036,200221
2026-01-05T01:10:00+00:00,worker,56.54,0.4351,0.4917,58.81,166.95,0.003005,34,57694,186611
2026-01-05T01:10:00+00:00,web,64.8,0.2897,0.4275,74.59,178.78,0.003226,33,62815,282336
2026-01-05T01:15:00+00:00,api,41.65,0.2383,0.3721,58.15,204.99,0.005134,14,36957,186006
2026-01-05T01:15:00+00:00,worker,53.26,0.2555,0.4248,57.59,116.77,0.00369,25,58607,205271
2026-01-05T01:15:00+00:00,web,64.5,0.328,0.4212,62.07,172.64,0.009783,39,56660,232435
2026-01-05T01:20:00+00:00,api,54.22,0.3238,0.3372,72.66,157.56,0.002534,30,58758,210677
2026-01-05T01:20:00+00:00,worker,71.87,0.4159,0.4645,61.96,314.59,0.001642,26,69464,264248
2026-01-05T01:20:00+00:00,web,81.08,0.3984,0.3583,73.04,151.16,0.002688,56,80022,274156
2026-01-05T01:25:00+00:00,api,48.34,0.2742,0.3761,58.21,127.34,0.00227,21,44278,231004
2026-01-05T01:25:00+00:00,worker,58.2,0.3493,0.3499,64.98,136.86,0.003375,14,54474,259602
2026-01-05T01:25:00+00:00,web,74.13,0.312,0.5009,57.35,144.47,0.001194,47,68179,344103
2026-01-05T01:30:00+00:00,api,53.27,0.2846,0.4745,62.33,145.78,0.003202,31,55936,213912
2026-01-05T01:30:00+00:00,worker,66.2,0.4063,0.394,78.22,185.85,0.004343,23,60043,231826
2026-01-05T01:30:00+00:00,web,71.87,0.3835,0.3885,73.17,156.17,0.002481,38,58879,317677
2026-01-05T01:35:00+00:00,api,56.09,0.2854,0.505,60.21,124.15,0.001412,37,57418,223434
2026-01-05T01:35:00+00:00,worker,57.46,0.3234,0.4934,61.78,123.8,0.002901,22,47661,271884
2026-01-05T01:35:00+00:00,web,86.28,0.4023,0.3093,69.45,202.82,0.001309,43,80118,309215
2026-01-05T01:40:00+00:00,api,45.75,0.3225,0.367,59.66,141.7,0.002057,27,40543,182213
2026-01-05T01:40:00+00:00,worker,59.14,0.3404,0.522,57.18,120.58,0.002039,28,66475,289905
2026-01-05T01:40:00+00:00,web,67.71,0.3381,0.5308,55.87,154.91,0.003755,39,72170,258721
2026-01-05T01:45:00+00:00,api,56.64,0.4145,0.3987,82.38,217.5,0.006894,32,66751,205594
2026-01-05T01:45:00+00:00,worker,67.69,0.3199,0.4754,64.18,144.23,0.003309,52,58230,282886
2026-01-05T01:45:00+00:00,web,78.68,0.3062,0.4482,73.16,176.23,0.00263,32,93568,273473
2026-01-05T01:50:00+00:00,api,55.38,0.3471,0.4692,58.99,179.62,0.00328,17,50415,214773
2026-01-05T01:50:00+00:00,worker,59.22,0.2734,0.4438,74.66,184.29,0.002692,31,68458,215703
2026-01-05T01:50:00+00:00,web,70.83,0.3715,0.3085,59.39,198.98,0.002268,40,68720,261003
2026-01-05T01:55:00+00:00,api,50.54,0.2926,0.468,59.92,187.86,0.005877,25,44914,202451
2026-01-05T01:55:00+00:00,worker,50.41,0.2948,0.5496,51.43,103.14,0.004301,31,60868,238275
2026-01-05T01:55:00+00:00,web,70.98,0.3169,0.4663,67.46,274.86,0.003528,41,67471,336761
2026-01-05T02:00:00+00:00,api,51.11,0.272,0.2,75.34,156.34,0.004311,36,58233,196059
2026-01-05T02:00:00+00:00,worker,67.04,0.2793,0.5526,65.78,132.3,0.003901,26,67427,266759
2026-01-05T02:00:00+00:00,web,73.52,0.3035,0.3097,62.18,153.08,0.001891,49,69484,243296
2026-01-05T02:05:00+00:00,api,62.67,0.4187,0.3637,76.77,164.49,0.00486,49,75348,307473
2026-01-05T02:05:00+00:00,worker,61.24,0.2632,0.3545,69.34,154.42,0.00281,20,53002,290641
2026-01-05T02:05:00+00:00,web,284.38,0.6248,0.3422,132.31,389.35,0.00143,129,239844,1331877
2026-01-05T02:10:00+00:00,api,62.2,0.3342,0.4717,69.65,208.16,0.001545,41,67595,277897
2026-01-05T02:10:00+00:00,worker,61.21,0.2924,0.5406,64.45,153.15,0.001042,34,65502,217987
2026-01-05T02:10:00+00:00,web,68.4,0.1912,0.289,55.29,151.92,0.00387,36,68284,325742
2026-01-05T02:15:00+00:00,api,69.96,0.3407,0.479,70.65,191.43,0.002481,39,85114,254574
2026-01-05T02:15:00+00:00,worker,68.69,0.3234,0.5623,62.67,130.98,0.002588,48,82993,236189
2026-01-05T02:15:00+00:00,web,69.1,0.4139,0.3367,60.42,121.98,0.001355,52,64749,228024
2026-01-05T02:20:00+00:00,api,56.83,0.3522,0.3937,71.76,225.01,0.002093,12,58409,225271
2026-01-05T02:20:00+00:00,worker,71.76,0.3189,0.2997,60.82,152.69,0.002571,9,84284,236028
2026-01-05T02:20:00+00:00,web,87.59,0.3117,0.4228,63.56,249.34,0.002718,48,76313,304308
2026-01-05T02:25:00+00:00,api,50.08,0.242,0.5276,77.66,159.04,0.003581,22,42340,193908
2026-01-05T02:25:00+00:00,worker,67.58,0.3839,0.328,58.65,195.12,0.00184,35,78057,276064
2026-01-05T02:25:00+00:00,web,81.67,0.3482,0.3779,63.98,153.78,0.001536,42,96925,352021
2026-01-05T02:30:00+00:00,api,60.5,0.3405,0.3674,78.91,177.56,0.001598,26,57448,234677
2026-01-05T02:30:00+00:00,worker,76.18,0.3519,0.2715,103.12,380.16,0.004328,48,68548,251111
2026-01-05T02:30:00+00:00,web,69.76,0.2812,0.3178,56.07,120.63,0.003881,44,78576,318174
2026-01-05T02:35:00+00:00,api,66.85,0.4233,0.5169,65.06,138.3,0.001945,40,62776,320477
2026-01-05T02:35:00+00:00,worker,68.13,0.2977,0.3746,68.72,140.53,0.002324,40,63804,310525
2026-01-05T02:35:00+00:00,web,75.84,0.278,0.2782,60.37,126.2,0.00264,42,66258,370172
2026-01-05T02:40:00+00:00,api,52.25,0.2827,0.3947,91.51,233.84,0.003693,26,46253,213783
2026-01-05T02:40:00+00:00,worker,57.67,0.3487,0.3633,57.91,118.3,0.002684,31,59234,225921
2026-01-05T02:40:00+00:00,web,90.17,0.2971,0.4618,66.28,137.89,0.002249,48,95297,315950
2026-01-05T02:45:00+00:00,api,54.49,0.3313,0.5223,67.1,192.51,0.002307,29,66684,179724
2026-01-05T02:45:00+00:00,worker,68.29,0.3015,0.4091,59.11,168.88,0.005849,29,77429,249434
2026-01-05T02:45:00+00:00,web,74.31,0.2707,0.3093,60.03,123.08,0.003603,28,79911,319040
2026-01-05T02:50:00+00:00,api,58.12,0.3061,0.457,67.55,153.78,0.001391,26,66830,199939
2026-01-05T02:50:00+00:00,worker,70.8,0.3559,0.353,63.98,272.72,0.002053,48,78766,343398
2026-01-05T02:50:00+00:00,web,75.29,0.264,0.3699,65.1,339.9,0.002691,36,63171,324414
2026-01-05T02:55:00+00:00,api,59.34,0.3674,0.4718,60.01,124.55,0.001213,16,51639,222531
2026-01-05T02:55:00+00:00,worker,72.77,0.2916,0.3695,64.05,177.8,0.010314,33,89083,347529
2026-01-05T02:55:00+00:00,web,71.93,0.3596,0.4661,73.42,168.47,0.003319,43,71042,276770
2026-01-05T03:00:00+00:00,api,69.94,0.4244,0.465,76.01,155.78,0.004592,24,68756,301629
2026-01-05T03:00:00+00:00,worker,74.07,0.3017,0.3669,78.82,167.97,0.001211,43,70827,314336
2026-01-05T03:00:00+00:00,web,77.64,0.3533,0.4567,74.53,170.74,0.001707,32,95039,258926
2026-01-05T03:05:00+00:00,api,70.81,0.3569,0.2558,66.82,135.97,0.003849,35,73017,345597
2026-01-05T03:05:00+00:00,worker,70.57,0.3196,0.3365,63.5,137.74,0.002389,14,58624,297630
2026-01-05T03:05:00+00:00,web,95.92,0.4439,0.4577,70.7,178.37,0.004211,61,112969,380736
2026-01-05T03:10:00+00:00,api,60.15,0.3526,0.3979,61.05,131.68,0.002255,38,49653,219137
2026-01-05T03:10:00+00:00,worker,51.06,0.347,0.435,64.14,141.68,0.001977,28,46566,190950
2026-01-05T03:10:00+00:00,web,99.5,0.4318,0.3605,80.44,209.44,0.001907,56,96439,449421
2026-01-05T03:15:00+00:00,api,67.17,0.3525,0.3214,70.06,159.56,0.008877,21,79664,317376
2026-01-05T03:15:00+00:00,worker,89.99,0.3781,0.4255,68.66,237.39,0.00335,41,110568,396779
2026-01-05T03:15:00+00:00,web,110.88,0.3765,0.4557,82.04,237.03,0.001596,49,99445,527314
2026-01-05T03:20:00+00:00,api,67.16,0.3968,0.4362,74.14,173.43,0.002496,17,69794,325443
2026-01-05T03:20:00+00:00,worker,78.75,0.4061,0.3218,77.8,281.49,0.001259,20,90166,341204
2026-01-05T03:20:00+00:00,web,82.97,0.2993,0.4435,63.36,168.3,0.001242,42,83909,298258
2026-01-05T03:25:00+00:00,api,83.44,0.3917,0.361,88.07,182.32,0.002018,39,102366,323504
2026-01-05T03:25:00+00:00,worker,91.86,0.2866,0.3429,72.91,186.3,0.001092,55,94454,406011
2026-01-05T03:25:00+00:00,web,157.79,0.4155,0.228,102.99,210.64,0.003177,82,186574,535206
2026-01-05T03:30:00+00:00,api,63.8,0.3385,0.2638,72.7,167.7,0.002105,32,77238,232613
2026-01-05T03:30:00+00:00,worker,90.54,0.4248,0.2951,69.7,140.61,0.002852,38,105406,369610
2026-01-05T03:30:00+00:00,web,172.06,0.5634,0.2595,92.82,199.73,0.001809,95,193695,813925
2026-01-05T03:35:00+00:00,api,65.46,0.371,0.4643,70.38,144.42,0.001433,35,72373,321262
2026-01-05T03:35:00+00:00,worker,80.93,0.4276,0.3978,84.42,211.8,0.003611,43,84038,313505
2026-01-05T03:35:00+00:00,web,86.88,0.3526,0.485,66.41,151.81,0.002294,47,100937,345757
2026-01-05T03:40:00+00:00,api,74.26,0.3425,0.458,103.81,249.35,0.001989,19,61967,262191
2026-01-05T03:40:00+00:00,worker,62.76,0.2388,0.4669,58.84,165.55,0.002341,23,57945,214568
